Data type,Month,Region,Scenario,Sub-Technology,To D,Value
Generation (GWh),11,Chugoku,2025_Historical data,LNG,21:30,8:21
Curtailment (GWh),11,Chugoku,2025_Historical data,LNG,22:00,
Generation (GWh),11,Chugoku,2025_Historical data,LNG,22:00,8:22
Curtailment (GWh),11,Chugoku,2025_Historical data,LNG,22:30,
Generation (GWh),11,Chugoku,2025_Historical data,LNG,22:30,7:46
Curtailment (GWh),11,Chugoku,2025_Historical data,LNG,23:00,
Generation (GWh),11,Chugoku,2025_Historical data,LNG,23:00,8:08
Curtailment (GWh),11,Chugoku,2025_Historical data,LNG,23:30,
Generation (GWh),11,Chugoku,2025_Historical data,LNG,23:30,7:30
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,0:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,0:00,19:28
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,0:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,0:30,18:59
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,1:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,1:00,19:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,1:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,1:30,19:12
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,2:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,2:00,19:09
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,2:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,2:30,19:27
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,3:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,3:00,18:54
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,3:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,3:30,19:16
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,4:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,4:00,18:26
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,4:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,4:30,19:27
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,5:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,5:00,19:18
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,5:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,5:30,19:35
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,6:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,6:00,19:39
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,6:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,6:30,19:36
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,7:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,7:00,19:51
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,7:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,7:30,19:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,8:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,8:00,14:55
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,8:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,8:30,11:03
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,9:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,9:00,10:19
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,9:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,9:30,10:04
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,10:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,10:00,9:21
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,10:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,10:30,9:48
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,11:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,11:00,9:31
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,11:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,11:30,10:17
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,12:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,12:00,10:06
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,12:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,12:30,10:07
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,13:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,13:00,9:33
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,13:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,13:30,9:24
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,14:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,14:00,9:34
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,14:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,14:30,10:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,15:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,15:00,11:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,15:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,15:30,16:12
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,16:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,16:00,19:04
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,16:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,16:30,19:40
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,17:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,17:00,19:59
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,17:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,17:30,20:27
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,18:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,18:00,21:05
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,18:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,18:30,20:57
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,19:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,19:00,20:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,19:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,19:30,19:41
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,20:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,20:00,19:55
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,20:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,20:30,19:55
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,21:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,21:00,18:59
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,21:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,21:30,16:17
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,22:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,22:00,14:46
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,22:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,22:30,14:56
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,23:00,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,23:00,15:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Coal,23:30,
Generation (GWh),11,Chugoku,2025_Historical data,Coal,23:30,15:14
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,0:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,0:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,0:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,0:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,1:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,1:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,1:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,1:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,2:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,2:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,2:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,2:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,3:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,3:00,9:41
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,3:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,3:30,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,4:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,4:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,4:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,4:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,5:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,5:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,5:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,5:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,6:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,6:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,6:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,6:30,9:41
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,7:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,7:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,7:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,7:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,8:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,8:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,8:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,8:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,9:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,9:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,9:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,9:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,10:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,10:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,10:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,10:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,11:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,11:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,11:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,11:30,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,12:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,12:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,12:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,12:30,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,13:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,13:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,13:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,13:30,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,14:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,14:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,14:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,14:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,15:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,15:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,15:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,15:30,9:41
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,16:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,16:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,16:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,16:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,17:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,17:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,17:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,17:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,18:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,18:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,18:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,18:30,9:41
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,19:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,19:00,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,19:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,19:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,20:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,20:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,20:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,20:30,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,21:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,21:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,21:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,21:30,9:43
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,22:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,22:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,22:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,22:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,23:00,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,23:00,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Nuclear,23:30,
Generation (GWh),11,Chugoku,2025_Historical data,Nuclear,23:30,9:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,0:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,0:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,0:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,0:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,1:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,1:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,1:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,1:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,2:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,2:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,2:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,2:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,3:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,3:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,3:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,3:30,0:20
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,4:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,4:00,0:30
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,4:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,4:30,0:34
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,5:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,5:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,5:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,5:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,6:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,6:00,0:52
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,6:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,6:30,1:29
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,7:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,7:00,3:52
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,7:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,7:30,2:18
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,8:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,8:00,1:16
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,8:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,8:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,9:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,9:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,9:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,9:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,10:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,10:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,10:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,10:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,11:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,11:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,11:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,11:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,12:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,12:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,12:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,12:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,13:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,13:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,13:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,13:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,14:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,14:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,14:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,14:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,15:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,15:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,15:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,15:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,16:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,16:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,16:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,16:30,2:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,17:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,17:00,5:23
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,17:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,17:30,8:57
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,18:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,18:00,8:33
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,18:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,18:30,6:42
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,19:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,19:00,5:11
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,19:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,19:30,4:24
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,20:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,20:00,6:18
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,20:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,20:30,4:41
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,21:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,21:00,3:08
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,21:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,21:30,2:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,22:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,22:00,1:02
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,22:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,22:30,0:38
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,23:00,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,23:00,0:54
Curtailment (GWh),11,Chugoku,2025_Historical data,Pumped hydro,23:30,
Generation (GWh),11,Chugoku,2025_Historical data,Pumped hydro,23:30,0:44
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,0:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,0:00,0:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,0:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,0:30,0:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,1:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,1:00,0:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,1:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,1:30,0:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,2:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,2:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,2:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,2:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,3:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,3:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,3:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,3:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,4:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,4:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,4:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,4:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,5:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,5:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,5:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,5:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,6:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,6:00,0:02
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,6:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,6:30,0:01
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,7:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,7:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,7:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,7:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,8:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,8:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,8:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,8:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,9:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,9:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,9:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,9:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,10:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,10:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,10:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,10:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,11:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,11:00,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,11:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,11:30,###############################################################################################################################################################################################################################################################
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,12:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,12:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,12:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,12:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,13:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,13:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,13:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,13:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,14:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,14:00,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,14:30,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,14:30,0:00
Curtailment (GWh),11,Chugoku,2025_Historical data,Utility BESS,15:00,
Generation (GWh),11,Chugoku,2025_Historical data,Utility BESS,15:00,0:00
