Data type,Month,Region,Scenario,Sub-Technology,To D,Value
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,9:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,9:30,1:22
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,10:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,10:00,1:22
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,10:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,10:30,1:20
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,11:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,11:00,1:21
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,11:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,11:30,1:20
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,12:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,12:00,1:21
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,12:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,12:30,1:20
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,13:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,13:00,1:21
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,13:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,13:30,1:20
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,14:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,14:00,1:23
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,14:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,14:30,2:02
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,15:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,15:00,2:28
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,15:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,15:30,2:34
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,16:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,16:00,2:34
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,16:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,16:30,2:32
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,17:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,17:00,2:36
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,17:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,17:30,2:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,18:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,18:00,2:47
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,18:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,18:30,3:34
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,19:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,19:00,3:54
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,19:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,19:30,3:53
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,20:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,20:00,3:53
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,20:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,20:30,3:54
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,21:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,21:00,3:53
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,21:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,21:30,3:56
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,22:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,22:00,4:32
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,22:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,22:30,5:09
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,23:00,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,23:00,5:09
Curtailment (GWh),11,Shikoku,2025_Historical data,Oil,23:30,
Generation (GWh),11,Shikoku,2025_Historical data,Oil,23:30,5:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,0:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,0:00,2:11
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,0:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,0:30,2:08
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,1:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,1:00,2:11
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,1:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,1:30,2:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,2:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,2:00,2:11
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,2:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,2:30,2:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,3:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,3:00,2:13
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,3:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,3:30,2:28
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,4:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,4:00,2:24
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,4:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,4:30,2:08
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,5:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,5:00,2:11
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,5:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,5:30,2:12
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,6:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,6:00,2:18
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,6:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,6:30,2:19
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,7:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,7:00,2:11
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,7:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,7:30,2:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,8:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,8:00,2:11
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,8:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,8:30,2:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,9:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,9:00,2:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,9:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,9:30,2:14
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,10:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,10:00,2:21
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,10:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,10:30,2:07
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,11:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,11:00,2:04
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,11:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,11:30,1:07
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,12:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,12:00,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,12:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,12:30,1:07
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,13:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,13:00,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,13:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,13:30,1:07
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,14:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,14:00,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,14:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,14:30,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,15:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,15:00,1:19
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,15:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,15:30,1:20
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,16:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,16:00,1:10
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,16:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,16:30,1:26
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,17:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,17:00,1:53
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,17:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,17:30,1:49
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,18:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,18:00,1:43
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,18:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,18:30,1:12
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,19:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,19:00,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,19:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,19:30,1:07
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,20:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,20:00,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,20:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,20:30,1:07
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,21:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,21:00,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,21:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,21:30,1:07
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,22:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,22:00,1:10
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,22:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,22:30,1:09
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,23:00,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,23:00,1:37
Curtailment (GWh),11,Shikoku,2025_Historical data,LNG,23:30,
Generation (GWh),11,Shikoku,2025_Historical data,LNG,23:30,1:26
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,0:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,0:00,22:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,0:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,0:30,22:32
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,1:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,1:00,22:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,1:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,1:30,22:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,2:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,2:00,22:59
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,2:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,2:30,22:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,3:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,3:00,23:58
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,3:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,3:30,0:24
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,4:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,4:00,0:46
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,4:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,4:30,0:41
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,5:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,5:00,0:31
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,5:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,5:30,0:41
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,6:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,6:00,23:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,6:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,6:30,23:16
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,7:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,7:00,23:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,7:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,7:30,23:02
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,8:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,8:00,21:53
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,8:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,8:30,17:16
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,9:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,9:00,14:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,9:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,9:30,12:22
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,10:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,10:00,11:44
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,10:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,10:30,9:45
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,11:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,11:00,10:07
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,11:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,11:30,10:58
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,12:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,12:00,10:44
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,12:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,12:30,11:39
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,13:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,13:00,12:49
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,13:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,13:30,14:35
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,14:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,14:00,14:06
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,14:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,14:30,13:58
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,15:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,15:00,17:39
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,15:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,15:30,22:29
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,16:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,16:00,0:25
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,16:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,16:30,1:27
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,17:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,17:00,2:22
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,17:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,17:30,2:51
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,18:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,18:00,2:32
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,18:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,18:30,2:35
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,19:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,19:00,1:55
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,19:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,19:30,2:32
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,20:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,20:00,1:20
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,20:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,20:30,1:50
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,21:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,21:00,0:59
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,21:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,21:30,1:30
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,22:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,22:00,0:25
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,22:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,22:30,23:25
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,23:00,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,23:00,23:42
Curtailment (GWh),11,Shikoku,2025_Historical data,Coal,23:30,
Generation (GWh),11,Shikoku,2025_Historical data,Coal,23:30,23:45
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,0:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,0:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,0:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,0:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,1:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,1:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,1:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,1:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,2:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,2:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,2:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,2:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,3:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,3:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,3:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,3:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,4:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,4:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,4:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,4:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,5:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,5:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,5:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,5:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,6:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,6:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,6:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,6:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,7:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,7:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,7:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,7:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,8:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,8:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,8:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,8:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,9:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,9:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,9:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,9:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,10:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,10:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,10:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,10:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,11:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,11:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,11:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,11:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,12:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,12:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,12:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,12:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,13:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,13:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,13:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,13:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,14:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,14:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,14:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,14:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,15:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,15:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,15:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,15:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,16:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,16:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,16:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,16:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,17:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,17:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,17:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,17:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,18:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,18:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,18:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,18:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,19:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,19:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,19:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,19:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,20:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,20:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,20:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,20:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,21:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,21:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,21:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,21:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,22:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,22:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,22:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,22:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,23:00,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,23:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Nuclear,23:30,
Generation (GWh),11,Shikoku,2025_Historical data,Nuclear,23:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,0:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,0:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,0:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,0:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,1:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,1:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,1:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,1:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,2:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,2:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,2:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,2:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,3:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,3:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,3:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,3:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,4:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,4:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,4:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,4:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,5:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,5:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,5:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,5:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,6:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,6:00,0:01
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,6:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,6:30,0:01
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,7:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,7:00,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,7:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,7:30,0:00
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,8:00,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,8:00,0:07
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,8:30,
Generation (GWh),11,Shikoku,2025_Historical data,Pumped hydro,8:30,0:07
Curtailment (GWh),11,Shikoku,2025_Historical data,Pumped hydro,9:00,
